"Time Window","SYN Rate","SYN Percentage","Port Spread","ACK Response Rate","Source Diversity","Scan Intensity","Risk Assessment","Scan Archetype","Suggested Action","Explanation"
"very-short","moderate","overwhelming","broad sweep","complete response","highly distributed","High","none","likely benign","Monitor only","moderate SYN rate; broad port sweep; highly distributed sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","high","minimal","one","no response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","one","minimal response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","one","partial response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","one","widespread response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","one","broad response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","one","complete response","centralized","High","none","likely benign","Monitor only","high SYN rate; single/few sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","high","minimal","a few","no response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","a few","no response","moderately distributed","High","elevated","obfuscated","Throttle source IP","high SYN rate; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","a few","no response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","high SYN rate; highly distributed sources; minimal ACK responses; over very-short timeframe; = distributed scanning"
"very-short","high","minimal","a few","minimal response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","a few","minimal response","moderately distributed","High","elevated","obfuscated","Throttle source IP","high SYN rate; minimal ACK responses; over very-short timeframe"
"very-short","high","minimal","a few","minimal response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","high SYN rate; highly distributed sources; minimal ACK responses; over very-short timeframe; = distributed scanning"
"very-short","high","minimal","a few","partial response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","a few","partial response","moderately distributed","High","elevated","obfuscated","Throttle source IP","high SYN rate; over very-short timeframe"
"very-short","high","minimal","a few","partial response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","high SYN rate; highly distributed sources; over very-short timeframe; = distributed scanning"
"very-short","high","minimal","a few","widespread response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","a few","widespread response","moderately distributed","High","elevated","obfuscated","Throttle source IP","high SYN rate; over very-short timeframe"
"very-short","high","minimal","a few","widespread response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","high SYN rate; highly distributed sources; over very-short timeframe; = distributed scanning"
"very-short","high","minimal","a few","broad response","centralized","High","elevated","obfuscated","Throttle source IP","high SYN rate; single/few sources; over very-short timeframe"
"very-short","high","minimal","a few","broad response","moderately distributed","High","elevated","obfuscated","Throttle source IP","high SYN rate; over very-short timeframe"
"very-short","high","minimal","a few","broad response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","high SYN rate; highly distributed sources; over very-short timeframe; = distributed scanning"
"very-short","high","minimal","a few","complete response","centralized","High","none","likely benign","Monitor only","high SYN rate; single/few sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","high","minimal","a few","complete response","moderately distributed","High","none","likely benign","Monitor only","high SYN rate; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
"very-short","high","minimal","a few","complete response","highly distributed","High","none","likely benign","Monitor only","high SYN rate; highly distributed sources; complete ACK responses (likely benign); over very-short timeframe; = likely legitimate traffic"
